"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin","Amazon.Rating","Deliciousness.Rating"
"1016","Malmo","Chuao",1856,2016,"70%","Sweden",3," ","Venezuela",5,-1
"1017","Mana","Ecuador",1446,2015,"74%","U.S.A.",2.5," ","Ecuador",3,-1
"1018","Mana","Peru",1219,2014,"74%","U.S.A.",2.5," ","Peru",5,-1
"1019","Mana","Venezuela",1219,2014,"74%","U.S.A.",2.75," ","Venezuela",1,1
"1020","Mana","Conacado",821,2012,"74%","U.S.A.",3.75," ","Dominican Republic",-1,0
"1021","Manifesto Cacao","Colombia",1331,2014,"70%","Colombia",2.75," ","Colombia",5,0
"1022","Manoa","Markham Valley",1522,2015,"72%","U.S.A.",3.5," ","Papua New Guinea",1,1
"1023","Manoa","Coto Brus",1522,2015,"72%","U.S.A.",3.75," ","Costa Rica",4,-1
"1024","Manoa","Waiahole, O'ahu",1089,2013,"72%","U.S.A.",3.75," ","Hawaii",1,1
"1025","Manoa","Liberia, #174",1003,2012,"72%","U.S.A.",3.25," ","Liberia",3,1
"1026","Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,"72%","U.S.A.",2.75," ","Hawaii",5,1
"1027","Manoa","Piura",1007,2012,"72%","U.S.A.",3," ","Peru",0,-1
"1028","Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,"72%","U.S.A.",3.25," ","Hawaii",4,0
"1029","Manufaktura Czekolady","Johe",1844,2016,"70%","Poland",3.75," ","Nicaragua",3,-1
"1030","Manufaktura Czekolady","Peru",1848,2016,"70%","Poland",3.5," ","Peru",-1,0
"1031","Manufaktura Czekolady","Porcelana",1255,2014,"70%","Poland",3.75,"Criollo","Venezuela",3,0
"1032","Manufaktura Czekolady","Kolumbia",1279,2014,"85%","Poland",3.5," ","Colombia",2,0
"1033","Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,"70%","Poland",3.25," ","Dominican Republic",1,0
"1034","Manufaktura Czekolady","Grand Cru Ghana",871,2012,"70%","Poland",3.5,"Forastero","Ghana",5,1
"1035","Manufaktura Czekolady","Grand Cru Ecuador",875,2012,"70%","Poland",3.25," ","Ecuador",5,-1
"1036","Map Chocolate","Ben Tre, Surprise Valley",1896,2016,"75%","U.S.A.",3.25,"Trinitario","Vietnam",1,0
"1037","Map Chocolate","ROIG, 2014",1474,2015,"70%","U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic",3,-1
"1038","Map Chocolate","Maranon, 2014",1474,2015,"62%","U.S.A.",3.5,"Forastero (Nacional)","Peru",2,-1
"1039","Map Chocolate","Ecuador",1478,2015,"70%","U.S.A.",3.5,"Trinitario","Ecuador",-1,0
"1040","Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad",0,1
"1041","Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,"70%","U.S.A.",3.5," ","Nicaragua",4,1
"1042","Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,"68%","U.S.A.",3.5,"Criollo","Peru",4,1
"1043","Map Chocolate","Colombia",1610,2015,"75%","U.S.A.",2.75," ","Colombia",2,0
"1044","Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,"72%","U.S.A.",3," ","Tanzania",-1,1
"1045","Map Chocolate","Le Chocolat Chaud",1634,2015,"78%","U.S.A.",3.5," ","Honduras",2,-1
"1046","Marana","Piura",1872,2016,"70%","Peru",3," ","Peru",0,0
"1047","Marana","Cusco",1884,2016,"70%","Peru",2.75," ","Peru",2,1
"1048","Marana","San Martin",1884,2016,"70%","Peru",3," ","Peru",3,-1
"1049","Marigold's Finest","Cacao Nib Crunch",1808,2016,"75%","Canada",3.25," "," ",3,0
"1050","Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,"85%","Vietnam",3.25,"Trinitario","Vietnam",2,0
"1051","Marou","Ben Tre",1650,2015,"68%","Vietnam",3.5,"Trinitario","Vietnam",-1,-1
"1052","Marou","Dak Lak, Batch 2451",1650,2015,"70%","Vietnam",3.75,"Trinitario","Vietnam",1,1
"1053","Marou","Tan Phu Dong, Treasure Island",1149,2013,"75%","Vietnam",3.5,"Trinitario","Vietnam",0,1
"1054","Marou","Ba Ria",845,2012,"76%","Vietnam",3.5,"Trinitario","Vietnam",5,-1
"1055","Marou","Dong Nai",845,2012,"72%","Vietnam",3.5,"Trinitario","Vietnam",0,-1
"1056","Marou","Tien Giang, Gao Co-op",845,2012,"70%","Vietnam",3.5,"Trinitario","Vietnam",-1,-1
"1057","Marou","Ben Tre",849,2012,"78%","Vietnam",3.5,"Trinitario","Vietnam",0,-1
"1058","Marou","Tien Giang",895,2012,"80%","Vietnam",3,"Trinitario","Vietnam",5,0
"1059","Marou","Lam Dong",955,2012,"74%","Vietnam",3.5,"Trinitario","Vietnam",3,-1
"1060","Mars","Matina 1-6, prototype",537,2010,"65%","U.S.A.",3," ","Costa Rica",0,-1
"1061","Mars","Ivory Coast",544,2010,"65%","U.S.A.",3," ","Ivory Coast",4,-1
"1062","Mars","Nigeria",544,2010,"65%","U.S.A.",3.25," ","Nigeria",-1,-1
"1063","Mars","Ghana, prototype",544,2010,"65%","U.S.A.",3.5,"Forastero","Ghana",0,0
"1064","Marsatta","Dominican Republic",1189,2013,"74%","U.S.A.",2.25," ","Dominican Republic",3,0
"1065","Marsatta","Dominican Republic",1189,2013,"89%","U.S.A.",2.5," ","Dominican Republic",0,-1
"1066","Martin Mayer","Alto Beni",1836,2016,"76%","Austria",2.75," ","Bolivia",1,0
"1067","Martin Mayer","Pisa",1836,2016,"82%","Austria",3," ","Haiti",-1,-1
"1068","Martin Mayer","Tumaco",1836,2016,"74%","Austria",3.25," ","Colombia",5,-1
"1069","Mast Brothers","Guatemala",1450,2015,"76%","U.S.A.",3," ","Guatemala",3,1
"1070","Mast Brothers","Tanzania",1450,2015,"74%","U.S.A.",3.25," ","Tanzania",3,-1
"1071","Mast Brothers","French Laundry 20th Anniversary",1359,2014,"75%","U.S.A.",3.75,"Blend","Peru, Belize",5,0
"1072","Mast Brothers","Shake Shack",959,2012,"73%","U.S.A.",3.5,"Blend","Peru, Mad., Dom. Rep.",0,0
"1073","Mast Brothers","Madagascar",999,2012,"72%","U.S.A.",2.5,"Trinitario","",1,0
"1074","Mast Brothers","Chuao",999,2012,"73%","U.S.A.",2.75,"Trinitario","Venezuela",2,1
"1075","Mast Brothers","Brooklyn Blend",672,2011,"72%","U.S.A.",3.5," "," ",5,1
"1076","Mast Brothers","Chuao, Med. Roast",701,2011,"76%","U.S.A.",3,"Trinitario","Venezuela",5,1
"1077","Mast Brothers","Chuao, Dark Roast",709,2011,"70%","U.S.A.",3,"Trinitario","Venezuela",4,1
"1078","Mast Brothers","Chuao, Light Roast",713,2011,"81%","U.S.A.",2.75,"Trinitario","Venezuela",3,0
"1079","Mast Brothers","Moho River",773,2011,"70%","U.S.A.",3.5,"Trinitario","Belize",-1,0
"1080","Mast Brothers","Papua New Guinea",777,2011,"71%","U.S.A.",2.75," ","Papua New Guinea",0,1
"1081","Mast Brothers","San Martin",777,2011,"75%","U.S.A.",3," ","Peru",5,1
"1082","Mast Brothers","Conacado",777,2011,"73%","U.S.A.",3.25," ","Dominican Republic",3,1
"1083","Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,"74%","U.S.A.",3.75," ","Dominican Republic",1,-1
"1084","Mast Brothers","Patanemo",572,2010,"81%","U.S.A.",2.75,"Criollo","Venezuela",0,1
"1085","Mast Brothers","Ocumare de la Costa",572,2010,"75%","U.S.A.",3," ","Venezuela",0,0
"1086","Mast Brothers","Dominican Republic, Coop",572,2010,"70%","U.S.A.",3.25," ","Dominican Republic",5,0
"1087","Matale","Malekula P., 2013",1177,2013,"72%","Australia",3.5,"Trinitario","Vanuatu",-1,-1
"1088","Matale","Somia, 2013",1177,2013,"68%","Australia",4,"Trinitario","Madagascar",3,1
"1089","Matale","Kulili P., 2013",1177,2013,"74%","Australia",4,"Trinitario","Papua New Guinea",-1,-1
"1090","Matale","Blend",1181,2013,"70%","Australia",3.75,"Trinitario","PNG, Vanuatu, Mad",1,-1
"1091","Maverick","Maya Mountain",1367,2014,"70%","U.S.A.",3.25,"Trinitario","Belize",1,0
"1092","Maverick","Elvesia",1367,2014,"70%","U.S.A.",3.25," ","Dominican Republic",-1,-1
"1093","Maverick","Tumbes",1430,2014,"82%","U.S.A.",3.25,"Criollo","Peru",4,1
"1094","Maverick","Morropon, Norandiono Coop, Piura",1430,2014,"63%","U.S.A.",3.5,"Criollo","Peru",-1,-1
"1095","Mayacama","Hispaniola",1728,2016,"72%","U.S.A.",3," ","Domincan Republic",-1,-1
"1096","Meadowlands","Bolivia",1287,2014,"70%","U.S.A.",2.5," ","Bolivia",5,-1
"1097","Meadowlands","Venezuela",1287,2014,"70%","U.S.A.",2.75," ","Venezuela",1,1
"1098","Meadowlands","Belize",1287,2014,"70%","U.S.A.",3,"Trinitario","Belize",0,1
"1099","Meadowlands","Nicaragua, w/ inbs",1291,2014,"70%","U.S.A.",3," ","Nicaragua",4,0
"1100","Meadowlands","Dominican Republic",1291,2014,"70%","U.S.A.",3.5," ","Dominican Republic",-1,0
"1101","Menakao (aka Cinagra)","Madagascar",837,2012,"80%","Madagascar",2.5,"Trinitario","Madagascar",0,0
"1102","Menakao (aka Cinagra)","Madagascar",841,2012,"72%","Madagascar",2.5,"Trinitario","Madagascar",4,0
"1103","Mesocacao","El Salvador",1494,2015,"80%","Honduras",2.75," ","El Salvador",0,0
"1104","Mesocacao","El Salvador",1494,2015,"70%","Honduras",3," ","El Salvador",3,0
"1105","Mesocacao","Honduras",1347,2014,"80%","Honduras",3.25," ","Honduras",1,-1
"1106","Mesocacao","Honduras",1347,2014,"70%","Honduras",3.5," ","Honduras",1,0
"1107","Mesocacao","La Tronca, Matagalpa",1351,2014,"70%","Honduras",3.25," ","Nicaragua",0,1
"1108","Mesocacao","La Tronca, Matagalpa",1351,2014,"80%","Honduras",3.5," ","Nicaragua",3,0
"1109","Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,"70%","Sweden",3," ","Brazil",0,-1
"1110","Metiisto","Akesson Estate",1267,2014,"72%","Sweden",3.5,"Trinitario","Madagascar",2,0
"1111","Metropolitan","South America",1688,2015,"70%","Amsterdam",3.5,"Trinitario","South America",4,1
"1112","Michel Cluizel","Chiapas, Mokaya P.",963,2012,"66%","France",3.75," ","Mexico",4,1
"1113","Michel Cluizel","Carenero Superior, Concepcion",117,2007,"66%","France",3.5,"Trinitario","Venezuela",5,1
"1114","Michel Cluizel","Vila Gracinda",135,2007,"67%","France",3.5,"Forastero","Sao Tome",-1,0
"1115","Michel Cluizel","Carre Amer",24,2006,"60%","France",2," "," ",-1,1
"1116","Michel Cluizel","Carre Grand Noir",24,2006,"85%","France",2," "," ",5,0
"1117","Michel Cluizel","Tamarina",24,2006,"70%","France",3,"Forastero","Sao Tome",2,-1
"1118","Michel Cluizel","Los Ancones P.",24,2006,"67%","France",4," ","Dominican Republic",0,-1
"1119","Michel Cluizel","Mangaro P.",24,2006,"65%","France",4,"Trinitario","Madagascar",3,0
"1120","Michel Cluizel","Maralumi P.",24,2006,"64%","France",4," ","Papua New Guinea",4,1
"1121","Michel Cluizel","Noir Infini",81,2006,"99%","France",2," "," ",4,0
"1122","Middlebury","Maya Mountain",1490,2015,"80%","U.S.A.",3.5,"Trinitario","Belize",5,0
"1123","Middlebury","San Juan Estate",1490,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad",0,1
"1124","Middlebury","Oko Caribe",1490,2015,"75%","U.S.A.",3.75," ","Dominican Republic",0,0
"1125","Middlebury","Patanemo, Epoch, Donaldo",1490,2015,"75%","U.S.A.",3.75," ","Venezuela",2,-1
"1126","Middlebury","Kokoa Kamili",1538,2015,"75%","U.S.A.",3.25," ","Tanzania",0,-1
"1127","Middlebury","Matagalpa, Cacao Bisiesto",1538,2015,"70%","U.S.A.",3.5," ","Nicaragua",5,-1
"1128","Middlebury","La Red",1117,2013,"75%","U.S.A.",2.5," ","Dominican Republic",0,1
"1129","Middlebury","Belize",1117,2013,"80%","U.S.A.",3.25,"Trinitario","Belize",1,0
"1130","Middlebury","Houseblend",887,2012,"65%","U.S.A.",1.5," "," ",1,-1
"1131","Middlebury","Alto Beni",887,2012,"75%","U.S.A.",2,"Criollo","Bolivia",3,-1
"1132","Middlebury","Balinese, Java",887,2012,"70%","U.S.A.",2.5,"Criollo","Indonesia",4,0
"1133","Millcreek Cacao Roasters","Ecuador",1073,2013,"70%","U.S.A.",2.5,"Forastero (Nacional)","Ecuador",1,0
"1134","Millcreek Cacao Roasters","Ecuador",825,2012,"70%","U.S.A.",3.5," ","Ecuador",-1,1
"1135","Mindo","Ecuador",607,2010,"67%","U.S.A.",2.75," ","Ecuador",3,1
"1136","Mindo","Ecuador",607,2010,"77%","U.S.A.",2.75," ","Ecuador",2,1
"1137","Minimal","Acul-du-Nord, 2015",1920,2016,"70%","Japan",3.5,"Criollo, Trinitario","Haiti",2,-1
"1138","Mission","Fazenda Camboa, Bahia",1880,2016,"75%","Brazil",3.75," ","Brazil",-1,0
"1139","Mission","Bahia, Fazenda Venturosa",1626,2015,"70%","Brazil",3.5,"Forastero (Parazinho)","Brazil",-1,-1
"1140","Mita","Tumaco",955,2012,"65%","Colombia",2.5," ","Colombia",0,-1
"1141","Moho","Toledo District, w/ nibs",1026,2013,"73%","U.S.A.",3.25,"Trinitario","Belize",4,0
"1142","Moho","Toledo District",1030,2013,"72%","U.S.A.",3,"Trinitario","Belize",-1,1
"1143","Moho","Umoho R., Toledo District, San Felipe",607,2010,"67%","U.S.A.",2.75,"Trinitario","Belize",0,-1
"1144","Molucca","La Red",1614,2015,"70%","U.S.A.",3," ","Domincan Republic",3,-1
"1145","Molucca","Indonesia",1618,2015,"70%","U.S.A.",2.75," ","Indonesia",0,0
"1146","Molucca","Peru",1618,2015,"70%","U.S.A.",3.25," ","Peru",1,-1
"1147","Momotombo","Matagalpa",661,2011,"70%","Nicaragua",2.75," ","Nicaragua",1,0
"1148","Momotombo","Mombacho",661,2011,"70%","Nicaragua",2.75," ","Nicaragua",2,-1
"1149","Momotombo","Oscuro",772,2011,"70%","Nicaragua",3.25," ","Nicaragua",5,0
"1150","Monarque","Oko Caribe",1812,2016,"72%","Canada",3.5," ","Dominican Republic",0,-1
"1151","Monsieur Truffe","Papaua New Guinea",1391,2014,"70%","Australia",3.25," ","Papua New Guinea",4,0
"1152","Montecristi","Manabi",1654,2015,"70%","Ecuador",3.25," ","Ecuador",5,1
"1153","Montecristi","Manabi",1654,2015,"63%","Ecuador",3.5," ","Ecuador",2,1
"1154","Montecristi","Manabi",1658,2015,"85%","Ecuador",3.5," ","Ecuador",5,1
"1155","Muchomas (Mesocacao)","Nicaragua",1462,2015,"70%","U.S.A.",3.5," ","Nicaragua",3,-1
"1156","Muchomas (Mesocacao)","Nicaragua",1462,2015,"80%","U.S.A.",3.5," ","Nicaragua",4,1
"1157","Mutari","Kokoa Kamili, batch 1 SRB",1896,2016,"68%","U.S.A.",2.75," ","Tanzania",2,-1
"1158","Mutari","Oko Caribe, batch 1 SRB",1896,2016,"71%","U.S.A.",2.75," ","Domincan Republic",-1,0
"1159","Mutari","Ambanja, batch 1 SRB",1900,2016,"68%","U.S.A.",2.75," ","Madagascar",-1,0
"1160","Mutari","Tien Giang, batch 1 SRB",1900,2016,"80%","U.S.A.",3,"Trinitario","Vietnam",1,0
"1161","Nahua","Costa Rica, Oscuro",1049,2013,"58%","Costa Rica",2.5," ","Costa Rica",1,1
"1162","Nahua","Costa Rica, Oscuro",1049,2013,"70%","Costa Rica",3," ","Costa Rica",1,1
"1163","Naive","Trinidad & Tobago",1046,2013,"70%","Lithuania",3.75," ","Trinidad, Tobago",0,-1
"1164","Naive","Maranon Canyon, Fortunato No. 4",1133,2013,"78%","Lithuania",3.75,"Forastero (Nacional)","Peru",5,0
"1165","Naive","Grenada",867,2012,"71%","Lithuania",2.5,"Trinitario","Grenada",4,-1
"1166","Na�ve","Nicaragua",1379,2014,"70%","Lithuania",3.25,"Criollo","Nicaragua",5,1
"1167","Na�ve","Chuao",1399,2014,"75%","Lithuania",2.75,"Trinitario","Venezuela",2,0
"1168","Na�ve","Barinas",1399,2014,"70%","Lithuania",3," ","Venezuela",-1,0
"1169","Nanea","Criollo Blend",1007,2013,"85%","U.S.A.",3.5," ","Hawaii",1,1
"1170","Nathan Miller","Peru",1403,2014,"72%","U.S.A.",2.25," ","Peru",4,1
"1171","Nathan Miller","Hispaniola",1403,2014,"70%","U.S.A.",2.5," ","Dominican Republic",2,-1
"1172","Nathan Miller","Madagascar",1403,2014,"73.50%","U.S.A.",2.5,"Trinitario","Madagascar",4,1
"1173","Nathan Miller","Ghana",1403,2014,"70%","U.S.A.",3.5,"Forastero","Ghana",2,-1
"1174","Neuhaus (Callebaut)","Papua New Guinea",531,2010,"70%","Belgium",2.5,"Criollo","Papua New Guinea",3,1
"1175","Neuhaus (Callebaut)","Manickchand Estate",230,2008,"67%","Belgium",3.75,"Trinitario","Trinidad",-1,0
"1176","Neuhaus (Callebaut)","Dark",135,2007,"73%","Belgium",1," "," ",2,0
"1177","Neuhaus (Callebaut)","West Africa",15,2006,"73%","Belgium",2,"Forastero","West Africa",-1,1
"1178","Neuhaus (Callebaut)","Sao Tome",15,2006,"75%","Belgium",2.75,"Forastero","Sao Tome",4,0
"1179","Neuhaus (Callebaut)","Ocumare",24,2006,"71%","Belgium",3,"Criollo","Venezuela",4,0
"1180","Nibble","Patanemo",1526,2015,"72%","U.S.A.",2.25,"Criollo","Venezuela",0,1
"1181","Nibble","Elvesia P.",1526,2015,"72%","U.S.A.",2.75,"Trinitario","Dominican Republic",-1,0
"1182","Nibble","Ambanja, Sambirano Valley",1526,2015,"72%","U.S.A.",3,"Trinitario","Madagascar",0,1
"1183","Nibble","Tumbes",1526,2015,"72%","U.S.A.",3,"Criollo","Peru",4,1
"1184","Night Owl","Peru",1022,2013,"75%","U.S.A.",2.75," ","Peru",5,-1
"1185","Night Owl","Ecuador",1022,2013,"75%","U.S.A.",3.5," ","Ecuador",0,-1
"1186","Noble Bean aka Jerjobo","Ghana",1295,2014,"75%","U.S.A.",3,"Forastero","Ghana",0,1
"1187","Noble Bean aka Jerjobo","Moho Valley",1299,2014,"75%","U.S.A.",3,"Trinitario","Belize",3,0
"1188","Noble Bean aka Jerjobo","Maranon Canyon",1299,2014,"75%","U.S.A.",3.25,"Forastero (Nacional)","Peru",1,1
"1189","Noir d' Ebine","Venezuela",837,2012,"70%","U.S.A.",3," ","Venezuela",5,1
"1190","Noir d' Ebine","Ecuador",841,2012,"70%","U.S.A.",3," ","Ecuador",-1,-1
"1191","Nova Monda","La Patriota, cacao Indio, purple label",931,2012,"70%","Nicaragua",3," ","Nicaragua",0,1
"1192","Nova Monda","La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,"75%","Niacragua",2.75," ","Nicaragua",4,0
"1193","Nova Monda","Punta Galera, cacao Nacional, gold label",935,2012,"80%","Nicaragua",3.25,"Forastero (Nacional)","Ecuador",0,0
"1194","Nuance","Ghana, 2013",1454,2015,"70%","U.S.A.",3.75,"Forastero","Ghana",-1,-1
"1195","Nuance","Ecuador, 2013",1458,2015,"70%","U.S.A.",2.75,"Trinitario","Ecuador",1,0
"1196","Nuance","Canoabo, 2013",1458,2015,"70%","U.S.A.",3,"Criollo","Venezuela",3,0
"1197","Nuance","Sambirano Valley, 2012",1458,2015,"70%","U.S.A.",3.5,"Trinitario","Madagascar",5,-1
"1198","Nuance","La Red",1470,2015,"70%","U.S.A.",3.75," ","Dominican Republic",4,0
"1199","Nugali","Fazenda Leolinda",1876,2016,"70%","Brazil",3.5,"Trinitario (Scavina)","Brazil",-1,-1
"1200","Oakland Chocolate Co.","Jamaica",478,2010,"70%","U.S.A.",2.5,"Trinitario","Jamaica",5,1
"1201","Obolo","Pangoa",1638,2015,"70%","Chile",3.75,"Criollo","Peru",2,0
"1202","Obolo","Pangoa, w/ nibs",1638,2015,"70%","Chile",3.75,"Criollo","Peru",4,1
"1203","Ocelot","Virunga",1558,2015,"70%","Scotland",3.75,"Forastero","Congo",3,-1
"1204","Ocelot","Piura",1558,2015,"75%","Scotland",4,"Criollo","Peru",4,-1
"1205","Ocho","Sang Yum Coop",1760,2016,"100%","New Zealand",2.75," ","Samoa",1,1
"1206","Ocho","Sang Yum Coop",1760,2016,"70%","New Zealand",3.5," ","Samoa",-1,0
"1207","Ocho","PNG, Devotion",1411,2014,"66%","New Zealand",2.75," ","Papua New Guinea",1,0
"1208","Ocho","PNG, Revolution",1411,2014,"70%","New Zealand",3," ","Papua New Guinea",4,-1
"1209","Ocho","PNG, Voodoo",1411,2014,"88%","New Zealand",3.25," ","Papua New Guinea",0,0
"1210","Ocho","PNG, Nib Bar",1411,2014,"74%","New Zealand",3.5," ","Papua New Guinea",5,0
"1211","Ohiyo","San Juan Estate, Gran Couva",1594,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad",3,0
"1212","Ohiyo","Tanzania",1598,2015,"70%","U.S.A.",3," ","Tanzania",4,0
"1213","Oialla by Bojessen (Malmo)","Sylvestre, Oialla",761,2011,"70%","Germany",3.5,"Criollo","Bolivia",1,0
"1214","Olive and Sinclair","Dominican Republic prototype",486,2010,"72%","U.S.A.",3," ","Dominican Republic",5,0
"1215","Olive and Sinclair","Ghana prototype",486,2010,"72%","U.S.A.",3,"Forastero","Ghana",2,1
"1216","Olive and Sinclair","Dark 67",457,2009,"67%","U.S.A.",2.75," ","Ghana, Domin. Rep",5,0
"1217","Olive and Sinclair","Dark 75",457,2009,"75%","U.S.A.",3," ","Ghana, Domin. Rep",5,1
"1218","Olivia","Carribean-Raw",688,2011,"76%","Canada",2," ","Carribean",-1,1
"1219","Olivia","Carribean",688,2011,"76%","Canada",2.75," ","Carribean",-1,1
"1220","Olivia","Carribean",688,2011,"85%","Canada",2.75," ","Carribean",-1,0
"1221","Olivia","Carribean-Raw",688,2011,"85%","Canada",3," ","Carribean",4,0
"1222","Omanhene","Ghana",693,2011,"80%","Ghana",2.75,"Forastero","Ghana",-1,0
"1223","Omnom","Kakao Kamili, Kilombero Valley",1816,2016,"70%","Iceland",3.75,"Trinitario","Tanzania",2,0
"1224","Omnom","Papua New Guinea",1247,2014,"70%","Iceland",3," ","Papua New Guinea",3,0
"1225","Omnom","Madagascar",1247,2014,"66%","Iceland",3.5,"Trinitario","Madagascar",-1,-1
"1226","organicfair","Maya Mountain",1161,2013,"74%","Canada",2.75,"Trinitario","Belize",2,-1
"1227","organicfair","La Red",1165,2013,"72%","Canada",2.75," ","Dominican Republic",2,0
"1228","organicfair","Nicaraqua",1165,2013,"72%","Canada",2.75,"Trinitario","Nicaragua",0,0
"1229","organicfair","Caribe",1165,2013,"72%","Canada",3," ","Dominican Republic",3,0
"1230","organicfair","Mindo",1165,2013,"72%","Canada",3,"Trinitario","Ecuador",1,0
"1231","Original Beans (Felchlin)","Papua Kerafat",1438,2014,"68%","Switzerland",2.75," ","Papua New Guinea",0,0
"1232","Original Beans (Felchlin)","Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,"80%","Switzerland",3.25,"Blend"," ",-1,0
"1233","Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,"66%","Switzerland",3.75," ","Bolivia",2,1
"1234","Original Beans (Felchlin)","D.R. Congo, Cru Virunga",331,2009,"70%","Switzerland",3,"Forastero","Congo",1,-1
"1235","Original Beans (Felchlin)","Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,"75%","Switzerland",3,"Criollo","Peru",5,1
"1236","Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,"68%","Switzerland",3.25," ","Bolivia",5,-1
"1237","Original Hawaiin Chocolate Factory","Hawai'i, Kona Grand Cru E.",316,2009,"60%","U.S.A.",3,"Criollo","Hawaii",3,1
"1238","Original Hawaiin Chocolate Factory","Hawai'i, Kona Estate Grown",24,2006,"60%","U.S.A.",3," ","Hawaii",5,-1
"1239","Orquidea","Peru",859,2012,"65%","Peru",3," ","Peru",4,1
"1240","Orquidea","Peru",859,2012,"72%","Peru",3," ","Peru",0,0
"1241","Pacari","Sierra Nevada, Tutu Iku",1848,2016,"70%","Ecuador",4," ","Colombia",3,0
"1242","Pacari","Garaua",1415,2014,"70%","Ecuador",3.25," ","Ecuador",4,-1
"1243","Pacari","Cumbia",1415,2014,"70%","Ecuador",3.5," ","Ecuador",5,-1
"1244","Pacari","Montubia",1415,2014,"70%","Ecuador",3.75," ","Ecuador",5,1
"1245","Pacari","Tangara",1415,2014,"70%","Ecuador",4," ","Ecuador",-1,-1
"1246","Pacari","Ecuador, raw",817,2012,"85%","Ecuador",2.75," ","Ecuador",-1,1
"1247","Pacari","Piura",863,2012,"70%","Ecuador",4," ","Peru",5,0
"1248","Pacari","Nube- prototype",721,2011,"70%","Ecuador",3.5," ","Ecuador",1,1
"1249","Pacari","Esmeraldas",224,2008,"60%","Ecuador",2.5,"Forastero (Arriba)","Ecuador",2,0
"1250","Pacari","Manabi",224,2008,"65%","Ecuador",2.75,"Forastero (Arriba)","Ecuador",5,1
"1251","Pacari","Los Rios",224,2008,"72%","Ecuador",3,"Forastero (Arriba)","Ecuador",3,1
"1252","Pacari","Raw",266,2008,"100%","Ecuador",2,"Forastero (Arriba)","Ecuador",-1,-1
"1253","Pacari","Raw",266,2008,"70%","Ecuador",3.5,"Forastero (Arriba)","Ecuador",3,0
"1254","Palette de Bine","Lachua",1720,2016,"70%","Canada",2.75," ","Guatemala",2,1
"1255","Palette de Bine","Maya Mtn",1720,2016,"72%","Canada",3,"Trinitario","Belize",2,-1
"1256","Palette de Bine","Silvestre, La Paz, Beni",1570,2015,"70%","Canada",3.25," ","Bolivia",-1,0
"1257","Palette de Bine","San Juan Estate, Gran Couva",1570,2015,"70%","Canada",3.25,"Trinitario","Trinidad",0,-1
"1258","Palette de Bine","Kokoa Kamili",1574,2015,"72%","Canada",3.5," ","Tanzania",-1,0
"1259","Palette de Bine","Lam Dong",1574,2015,"72%","Canada",3.75,"Trinitario","Vietnam",-1,0
"1260","Palette de Bine","Alto Beni, Palos Blancos",1239,2014,"72%","Canada",2.75," ","Bolivia",1,-1
"1261","Palette de Bine","Sambirano",1239,2014,"78%","Canada",3.75,"Trinitario","Madagascar",1,0
"1262","Palette de Bine","Camino Verde P., Balao, Guayas",1303,2014,"75%","Canada",2.75," ","Ecuador",4,0
"1263","Palette de Bine","Duo- Gran Couva & Camino Verde",1399,2014,"75%","Canada",3.5,"Blend","Trinidad, Ecuador",2,1
"1264","Palette de Bine","Gran Couva",1399,2014,"70%","Canada",3.75,"Trinitario","Trinidad",0,-1
"1265","Pangea","Matasawalevu",1860,2016,"76%","Spain",3," ","Fiji",-1,-1
"1266","Park 75","South America",1363,2014,"65%","U.S.A.",3.5," ","South America",2,1
"1267","Parliament","Kilombero Valley",1856,2016,"70%","U.S.A.",3.25," ","Tanzania",2,-1
"1268","Parliament","Lachua, Q'egchi families",1542,2015,"70%","U.S.A.",3.5," ","Guatemala",0,1
"1269","Parliament","Alto Beni",1251,2014,"70%","U.S.A.",3," ","Bolivia",5,-1
"1270","Parliament","Oko Caribe",1255,2014,"70%","U.S.A.",3.5," ","Dominican Republic",-1,0
"1271","Pascha","Peru",1137,2013,"55%","Peru",2.5," ","Peru",2,-1
"1272","Pascha","Peru",1137,2013,"70%","Peru",2.75," ","Peru",1,0
